,label,review
996,1,nice place hangout friend family cause close nature far away concrete life iftar fortunately witness heavy rainfall amazing experience iftar platter delicious grilled mushroom good loving
997,1,people expect cafe taste food reasonable price good service cool calm atmosphere must say got n everything rated cafe love grilled garlic mushroom chicken
998,1,environment way much good hangout friend lakeside soothing environment good enjoy appreciate way management changed seating arrangement u providing chair instead wooden tool food rice bar b q chicken mushroom delicious vegetable even better room improvement ambiance environment service without second thought overall happy customer
999,1,environment good food delicious service excellent nacho good found best compared nacho platter excellent well buffalo wing nacho must try reasonable price along good quality quantity food
1000,0,seeing location felt good cafe renovating customer asked able serve staff replied yes surprise served old smelly chicken bbq set menu colleague burnt mushroom one one serving third meal mind ordering upon complaining discounted taka bill silently show knew serving still went along disappointing visit suggest peer
1001,1,environment good hanging friend loved one food quality quantity perfect according price guess best nacho town according price quantity mushroom item must try definitely refer try
1002,0,bad behavior asked mineral water gave u local brand p never heard company cap broken expire date removed claimed broke cap returned water bottle immediately gave u bill even ask bill
1003,1,cool place hang friend main thing food gud according quantity price reasonable near residence go often
1004,1,really nice place last year friend arrange iftar party cafe like cafe yesterday arranged iftar party triangle cafe food hospitality good thanks triangle cafe
1005,1,triangle one best restaurant dhaka one favorite view taste food great became happy happy happy going often go cause love chicken chawmin love place food also price reasonable thanx triangle making amazing restaurant u foodie
1006,1,favourite place lakeside view yummy food wid luscious flavour cold breeze eating amazing
1007,0,environment good close nature lakeside view comment food though cafe triangle sometimes client whose come pas time lavished way jogging session observed behaviour staff well observed yesterday popped heavy rainfall tested coffee really hot nice enjoyed thanks cafe management authority
1008,1,delicious food reasonable friendly atmosphere service soo good serving quick e paisa usul type today one best place food
1009,1,cool place hangout ur traditional adda friend delicious pocket friendly quality food must go
1010,1,seriously get best quality food super duper cheaper rate dhanmondi
1011,1,food view angle perfect hangout loved bbq platter
1012,0,worst food test ever odered thai supe thai supe overloaded ginger cold coffee cold also bad food
1013,1,nice environment perfect place hanging special one quick service food taste awesome wanna go
1014,1,nice environment place pretty good food quality good would come
1015,1,visited around year ago still love place obviously busyness move regularly soft corner triangle best wish thanks
1016,1,guy amazing achari chicken would definitely love taste keep good work guy
1017,1,ambience awesome food really tasty price reasonable well
1018,1,place good friend hangout food price r cheap nd testy hospitality provided u want
1019,1,visited first time absolutely loved food ambience around keep good work
1020,1,cozy comfortable place hangout friend family best wish
1021,1,really hpy staff improved behaviour loved food place calm quite
1022,0,disgusting place mosquito smell coil everywhere scene lake bush beside lake norbore chair table
1023,1,nice environment good food reasonable price love hangout
1024,1,best place arrange surprise party friend food price reasonable food behavior
1025,1,good place according price placement really hotspot chill
1026,1,loved food service good keep good work triangle
1027,0,horrifying restaurant ordered chow mien found cockroach waited hour got food fried cockroach service bad hell
1028,1,food testy enough lake environment melt heart
1029,1,food good go friend family
1030,1,best one far favorite chilling place
1031,1,feeling good fds rainy weather food specialy chawmin yeammy hope go
1032,1,triangle cafe environment good
1033,1,food really good money paid worthwhile
1034,1,loved place feel peace whenever go
1035,1,great n yummy food beautiful place loved
1036,1,location get super burger verrry delicious good service
1037,0,worst place baal ar jaiga chat ar khabar howwa
1038,0,bad manner bad food quality totally disappointed
1039,1,food environment behaviour price
1040,1,onak valo kabar onak moja xd keye onak sante paici
1041,0,onek beshi baje mosha kamray chicken boti kabab order korsilam dise chicken gravy kore
1042,1,triangle diffrent place combination natural beauty tasty food dafinitely enjoy food frnds fmly place
1043,1,great ambience delicious food loved whole set n decoration
1044,1,worth trying loved triangle experience um sure
1045,0,called chef never taste real well cooked birany ever yellow coloured rice dry spice le mutton boiled drop spice oil birany stuff full extreme bad smell rose water whatever think rose water smell bring accepted hyderabadi flavour cheap
1046,1,went valentine day love life first like environment love interior son love place bcoz got many toy play like give high everything food ate special chowmein grill chicken nan french fry awesome good taste r fresh food u go guy price expensive say regular price marking point stuff service good stuff really friendly cashier like bcoz gave taka note refused take without reason said change without reason taka fully ok authority take action matter thing good marking point enviroment point
1047,1,great food nice environment
1048,0,decoration environment behavior good food quality average worst hyderabadi biriani ever tasted totally disappointed
1049,1,awesome nothing say quality visited first outlet rampura today gone outlet much cool staff good also polite bored
1050,1,nice interior must say anothor advantage price menu includes vat mean count extra money
1051,0,cant resist rating restaurant yaaak
1052,0,worst service ever always forget take order customer
1053,1,amazing food service even home delivery grilled chicken naan bread lovely spicy
1054,0,bad kabab experience
1055,1,best food marvelous location nice hospitality
1056,0,worst kabab
1057,1,best place food seeker like must visited place
1058,0,food average turned service got order wrong multiple time shoud work improving service
1059,1,amazing environment along interior design delicious tasty food fully satisfied
1060,1,alkaderia always satisfied quality taste time neighbourhood khelllaaa hoobbbeee
1061,1,hygienic healthy food alkaderia express best place
1062,1,nice environment delicious food beautiful interior
1063,1,favorite place mine best food reasonable price
1064,1,good one food lover
1065,1,food delicious think price high minimize price increase customer
1066,1,lovely plea delicious food present every people love
1068,0,worst chinese restaurant khilgaon area even know make simple fried rice cook serve beef sizzling item found lower standard taste dirty wash room environment behavior waiter disgusting price high compared quality quantity card accepted though card accepted sticker hanging front gate outfit gorgeous inside get spending money eating nothing
1069,1,excellent
1070,0,worst chinese restaurant bangladesh even know cook chilli beef simple fried rice stay away honestly spend money junk
1071,1,excellent feeling
1072,0,waiter worst behaviour service ever received classified hotel like royal orchid highly recommend change waiter body teach minimal manner
1073,0,worst food ever tasted also behavior stuff disgusting put shame front family first last time
1074,0,taste food poor service also zero
1075,1,excellent experience loved definitely recommend restaurant
1076,1,love momo
1077,1,wonder experience price environment pretty good keep taste cause restaurant keep mark get popular
1078,1,quality food unbelievable price went freinds order burger delicious
1079,0,environment good calm decoration good complaint provide garlic sauce included french fry one hell disappointment jekhane apnara sauce tar jonno extra takao rakhen
1080,1,good space awesome like resturentt
1081,1,food good food service burger ta beshi beahi moja tk diya amnon burger hoy e na
1082,1,deluxe restaurant food really delicious hope impress come restaurant
1083,1,best burger price range place service also really satisfying
1084,1,burger awesome good keep best burger basabo
1085,0,go people waste money time posting paid review foodbank get money illegally serving quality food
1086,1,food tasty loved pasta basta
1087,1,restaurant food good hope everyone ovesly go test item
1088,1,nice interior nd good food
1089,1,burger pasta shob mojaa wanna try garlic mushroom
1090,1,burger good eto kom takay emn burger er ktha chintai kra jay na
1091,1,tasted fried rice fried chicken delicious cheap price tk
1092,1,quality food affordable price extraordinary
1093,1,food craze
1094,1,said fish vietnam tasted really good best part taka amazing fish chip bit bigger fish co cost around taka keep
1095,1,awesome food specially fish chip get tk food tk
1096,0,u sweet refill ur sugar u diabetic harm ful ur health careful
1097,1,must try fish chip epic overall awesome
1099,1,wow food love sweet pitha fresh healthy delicious
1100,1,awesome food shahi malai pitha soo good love
1101,1,baily pitha ghar pitha special
1102,1,day ago friend gone chaap shamlao banani branch place order beef chaap combo two chicken chaap combo one beef boti one chicken boti one brain restaurant food quality much hygiene healthy food delicious quantity high specially lemon juice tea testy service environment good ranking
1103,0,one worst kebab today one rare occasion whole day fasting even finish food taste seriously improve lot especially fish chaap
1104,0,start took long as time serve saw huge rat seating area takeaway food awful well never going back rat gonna give nightmare
1105,1,best chap town tiny gathering must try visiting banani go combo package complete meal
1106,1,uttara branch go two friend long time place order two chicken chaap combo single fish chaap food quality taste mean good
1107,0,bad taste
1108,1,chaap shamlao must chaap lover hygienic crispy tasty chaap soothing environment cost effective stomach friendly package finally awesomest complementary cup cha found anywhere else dhaka challenge
1109,1,nice classic cinematography environment tasty food honesty good service team epic concept great idea loved
1110,1,happy see creative work go back childhood friday family member seen bangla movie btv together amazing environment music
1111,1,went today best one town chap lot difference chapachapi kore eating mustakin lake side open unhiganic place eating inside chap samlao thanks chaap shamlao
1112,1,fresh tasty food truely cozy environment price reasonable quality maintained keep
1113,1,chaap shamlao te achi thakbo good quality food service er jonno thanks owner maintenance good quality
1114,1,real spicy eat feel spicy really love food
1115,0,broken chair table fucked service take long time ordering food food horrible taste
1116,0,taste service waste time never visit
1117,0,ekdm faltu khabar gola die namtesilo na khabar pore pani die gilsi taka ar somoy duitai nosto hoise ar service etto late purai ajaira
1118,0,price v food service good chapar upor cholteche sob kisu
1119,1,love excellent food environment super joss
1120,1,tasty food interior concept unique really creative
1121,1,good quality food go chaap shamlao untill stay restaurant
1122,1,enjoy food chapshamlao miss foodlovers
1123,0,worst experience ever price quantity food wanna go
1124,0,jomlo na try something better come new market strategy environment
1125,0,tasteless food poor service never visit
1128,0,try item totally waste money u go
1129,1,good arrangement everything planned n perfect
1131,1,excited gonna visit soon
1132,1,akash
1133,1,munna
1134,1,chap shamlao special tea awesome food good well
1135,1,capa thakle caap samlano kono bepar na
1136,0,tried fried rice many resturant sky view lounge tasted worst fried rice ever taste like cooked day ago know sort restaurant still exist
1137,1,unique item puran dhaka edition puri taki fish make delicious think price
1138,1,awsome puran dhakar khabar
1142,1,guy serve amazing food thank breaking shyamoli square usual quality chain long way go
1143,1,loved food environment n service long way go
1144,1,good food taste amazing
1145,1,loved food really awesome
1146,1,best city
1147,1,delicious
1148,1,yummy
1150,1,environment food behaviour everything good
1152,0,ordered foodpanda experience worst bbq king platter fried rice like hard bean smelly stale food grilled veg also rotten veg bbq chicken ok wastage money awful
1153,1,best place mohammadpur pizza burger every week go friend cousin become happy eating pizza burger best test low price cordially invite guy place healthy food new cafe good job well menard
1154,0,environment service good food quantity set menu poor high charge attach drink set menu really funny first time see set menu without drink horrible buy extra drink cause without water drink eat properly environment food quantity poor also funny type set menu without drink
1155,1,pretty much pleased food quality service tasted chicken smoked bbq burger beef naga bluster burger buy one get one free size ok regular price high better try improve burger size wish
1156,1,awesome place pizza really loved special one
1157,1,food quit good healthy time friendly quick service time excellent service nice atmosphere serveral variation food item simply love
1158,0,vegetable rice fried chicken set menu poor quality
1159,1,best pasta town doubt every ingredient fresh pasta lot cheese
1160,0,worst pizza ever er theke baje pizza ami jiboneo khai nai totally waste money pizza smelling good er niche review dewa possible hole valo hoto staff der attitude niye ar ki bolbo ekekjon nijeder nobab mone kore
1161,1,nice place food quality good love
1162,0,akabara faltu khabar chowmein onk onk baje burger tao onk baje chilo muhammadpur er shob chaita baje caf hate caf lot
1163,1,good burger ever eat pizza burger signature food introduced steak first time mohammadpur best mohammadpur thumb best service really guy know deal customer nice interior clean clear environment recommended
1164,0,worst experience ever restaurant like people review deduction food quantity food taste like day getting worst maintain price
1165,1,atmosphere place friendly plus good serve food back
1166,1,excellent food best service good environment specially pizza mind blowing
1167,1,place nice set menu spicy big bite awesome bbq chicken steak chicken cashew nut salad must try item
1168,1,came time including today wife like chowmein really nice taste good service good near home go frequently visit
1169,1,best place hangout food awesome affordable place environment good satisfying hospitality
1170,0,ordered thai mixed chawmin today throw hungrinaki bt chawminss taste good chicken chawmin nt tasty wish improve food quality according food charge
1171,1,excellent food quality specially pizza lemonade loved food tasty
1172,0,brought burger waste poor food quality ill mannered service taste service price high comparing taste quality service
1173,1,people awesome environment behaviour satisfying amazing special thanks discount offer food also good cheap rate
1174,1,excellent burger good love taste make price little brit le would much better
1175,1,nice place quality service n good environment hangout friend
1176,1,excellence quality nice mannerism really bench mark bexi cafe indeed
1177,0,cream soup disgusting ato gula suji dia rakhsan chowmien ta aro disgusting casewnut salad ato tomato sauce classic chiken burger good
1178,1,sei maja mamu khali khaite mon chai best quality food service nice environment love cafe
1179,0,food cold taste mark
1180,1,food r delicious tasty loved eat food time go
1181,1,really amazing food reasonable rate nd yummy also like
1182,1,bring back taka burger offer point
1183,1,place awesome food r mouth watering specially pasta
1184,1,bexi cafe food favourite healthy service friendly quick like bexi cafe
1185,1,nyc place awesome food service also nyc loving
1186,1,excellent service food quality environment outstanding
1187,0,bad shit disgusting burger totally shit dissapointed u
1188,1,loved wonderful environment service good people friendly food delicious
1189,1,bexi cafe food favourite healthy service friendly quick
1190,1,specially service wow food environment also good
1191,1,happy service chicken chowmein italian pasta awesome
1192,1,hospitality awesome definitely visit fnfs good one team bexi cafe
1193,1,nice delicious food everyone taste food
1194,0,price good food good
1195,1,onk yummy food pizza burger pasta shobi onek valo legese
1196,1,loved food environment keep
1197,1,bbq pizza margarita pizza taste great
1198,1,yummy burger service good quick
1199,1,bbq pizza ta valo chilo kheye moja paiche awesome
1200,1,first experience food service good hope maintain standard
1201,1,pizza offer loved test keep
1202,1,oy bulubulubulubulubulubulubulubulubulubulubulubulu
1203,1,warm wish bexi cafe know satisfied ther customer always treat customer honorable guest say food best
1204,1,love bexi cafe food environment food price service etc etc
1205,1,love food made tremendous
1206,1,thanks allah last best restaurant ever seen mohammadpur every food delicious authentic please must try everyone hit item say signature food pizza pasta burger steak set menu bexi cafe best
1207,1,food environment specially behavior great
1208,1,taste special pasta four seasion pizza awesome
1209,1,gd service gd manner natural gd n n pizza yammyyyy testy
1210,1,keepitup
1212,1,great place hang really appreciate hospitality
1213,1,food yam yam yam behave also good
1214,1,place nd environment nice well behaved actually really liked food testy specially bbc pizza keep
1215,1,best food town worth buying four season pizza l really amazing place service also good
1216,1,well mannered try best customer satisfaction food good loved four season pizza wish guy best
1217,1,loved pizza really good tasty full topping interior also nice behavior also good recommended
1218,1,well searching combo behaviour food environment place first choice humbleness surely make come place keep bexi cafe management icon everyone else market soon
1221,1,restaurant care quality ultimately caring customer cafe crush thing exactly believe continue loyalty main asset long run
1222,1,place quality food great test crush cafe crush
1223,1,total burger buy one get one free offer good patty well marinated bun soft whole burger juicy order one another behavior good friendly well highly recommend
1224,1,food first class try believe
1225,1,burger greatness primitive way large enough satisfy hungry burger boy girl impossibly juicy flavorful cheese vermont cheddar add flavor need could melted although recurring problem burger cheese sits atop city fry delicious well golden crispy beautifully salty want
1226,0,want pay bill atm card told take card bull shit told take payment card could give back change customer dare friend tell business think pay back bullshit also take payment cash memo gave u back called service insult infront gust
1227,1,burger patty really good french fry drink even pizza hand taste mouth well mannered waiter serve assist anything arises occasion wondering halal especially place like issue covered overall good pas
1228,1,tried chicken cheese burger good smokey barbecue flavor quality service also good enough
1229,1,best thai soup wonton totally recommend
1230,1,food quality best delicious stall big enough specious accommodation dhanmondi branch beside anwar khan medical
1231,1,food awesome much delicious maybe quantity food enough service also good
1232,1,outstanding snack got everything okay like menu served time taste nice delicious
1233,1,price good taste even better soup grilled beef sandwich favourite tried rest looking forward
1234,0,pizza overcooked beef quality
1235,1,simply awesome authentic burger town
1236,1,maybe customer ab born n family love ab
1237,0,worst burger ever tried price quite much comparing quality total wastage
1238,1,well decoration suitable place enjoying friend delicious food
1239,1,baby lover american burger come dhaka never forget go
1240,1,foinni banae dise amare ab responsible bankrupt
1241,1,yeah awesome loved taste burgee
1242,0,shite cheese burger seriously
1243,0,burger satisfying according value
1244,1,awesome enjoyed superbly amazing
1246,1,nothing say cause love burger prefer ab among ok
1248,0,mark decreasing day day
1249,0,f offered big bdt containing grilled chicken crispy chicken ordering online order panthapath branch asked crispy chicken bdt unable provide grilled chicken u r showing ur offer
1250,0,horrible service
1251,1,keco bolar nai
1252,1,thank much
1253,0,bad food quality
1254,1,awesone taste nd service
1256,1,good
1257,0,total wastage money
1258,1,almost every day go kfc good service envoirment kfc nice people say food good health people wrong also give view kitchen etc dont believe rumor thank
1259,0,price high compare food quality
1260,0,fucking kidding
1261,1,like kfc bangladesh time firing eating
1262,0,gradual deterioration int brand suck
1263,1,awesome
1264,0,chicken rotten like dead smell coming facing little bit trouble stomach hour chance food poison please leave business please dont make people fool serving type worst food
1265,1,good specially gril chicken unique truly finger liking test
1266,1,awesome taste good employee friendly behaviour
1267,0,serving injured bird disappointed quality found inedible chicken pc bucket
1268,1,good kfc shop bangladesh monjur uddin chowk bazar dhaka
1269,1,good healthful food item like loving
1270,1,kfc kfc
1271,1,interested open branch khulna city tell open kfc branch khulna
1272,0,february visited kfc satmasjid dhanmondi branch waited one half hour really deplorable service restaurant claim serving fast food staff even apologetic blamed equipment equipment faulty management made alternative arrangement poor management poor service poor attitude addition restaurant shabby unclean
1273,0,mirpur outlet horrible took fiery grilled chicken tasted bad
1274,1,chicken really good delivery super fast
1275,0,high price cheap quality went poton gulsha baily road outlet even serving amount sufficient
1276,0,rider available came kfc paltan god father burger tk offer informed available outlet point offer u provide full information people could confirmed phone call offer available paltan outlet said rider busy long waste office hour nothing total unprofessionalism
1277,1,hi c ccccccccc
1278,1,great food good service
1279,1,n husband love kfc chkn gulshan kfc like nd home
1280,0,one worst seen far food quality freaking bad compared payment food
1281,0,rastar burger better dear owner kfc qc people last time u tried food pls try ur beef burger u call godfather strong bad odor fat come fiery grill poche jaoa chicken er gondho u really quality control unit
1282,1,service improves ramadan chicken good improved taste idea zinger section even floor manager best asked thin voil appear front moment still behavior cashier realistic human like also need put chair table distance like fish market along putting kind door barrier separating kid zone sound harrowing thanks kfc bangladesh
1283,0,worst tasted fried chicken ever rip chicken fried kfc
1284,1,think best qualityfull food lalbagh area
1285,1,food good
1286,1,today ordered bollywood chicken cheese burger french fry taste like fresh yummy later order chicken dom briyani mouth watering taste go ahead shawarma house wari branch
1287,0,worst pasta cheese nthg bad never expect shawarma house never going order pasta shawarma house wari
1288,1,love shawarma house wari fresh delicious food bangladesh best
1289,1,favourite place since birth always love food shawrma house
1290,1,favourite place
1291,0,minimum idea behave customer keeping ac showing even trying manage customer single stand fan want sit table according choice tell sit pay bill meal inside air conditioned room taste food much worthy according price never willing go
1292,1,restaurant famous chinese thai thalis fried rice chicken curry waaao really deserves praise good service nice restaurant environment excellent food stuff behave cool like much
1293,1,nice restaurant environment excellent food stuff behave cool like much
1294,1,actually idea restaurant like royal village could compare would like say atmosphere restaurant quality food good especially would like give thanks authority restaurant established restaurant manik nagar
1295,1,royal village awesome party ar jonno set menu ghulo available kora dorkar bored set menu contains fride rice chicken curry chicken fry party ar jonno jai set menu ghulo ase oi ghulo available kora dorkar shobar jonno
1296,0,tried set menu food ok tasty dont know classmate stomach ache lunch overall good experience say wish luck improve food quality
1297,1,really liked restaurant especially atmosphere everything calm peaceful perfect enjoying family dinner food quality service excellent really liked choumen rice chicken hope visit soon
1299,1,well decorated restaurant interior design really nice area become popular day day hope food also delicious like design
1300,1,well decorated restaurent food tasty like design service good provide cute return giftstobabys cute
1301,1,environment cool fress really awsome place food much testy devoration fantastic
1302,1,really amazing place area seen like environment royal village popular day day maintain good service food quality
1303,1,loved hospitality food good important point behaviour
1304,1,journey starline dhaka dhaka go little bit restaurant refreshment saw service good
1305,1,awesome place nd supper food quality bt price level little high
1306,0,worst service
1308,1,awesome decoration nice presenting standard quality quantity item thanks lot establish restraint maniknagar may allh shine business inshallah
1309,1,sob chay valo lagar fact holo okhane sobai e onk valo bhv kore set menu jodi aro thkto best hoto
1310,1,word great excellent decorated tasty food reasonable well behavior hope would maintain quality well done best luck royal village
1311,1,official family get together appx member food good small kid play zone well decorated good staff
1312,1,xooossss decoration resturent komolapor maniknogor area love itt enjoy last dayy
1313,1,found ordinary royal village restaurant pls come check
1314,1,nice place
1315,1,food environment service everything izz good
1317,1,much pleased sevices hotel faruk speciality understand reqirements also even never back footed give good advice based sutuation quality food awsome wish best always
1318,1,using one word wow food really yammy
1319,1,much pleased sevices hotel price er tulonai khabarer test wowwwwwwwwwwwwww
1320,1,breakfast
1321,1,superb sai rokom faruk bhai
1322,1,order best luck
1324,1,bhalo khan bhalo thakun
1325,1,realy good service well behaved staff mordern standard bar dhaka realy like coctails food service hope guy keep standard best luck
1326,1,amazing food reasonable price collection liquor wow finally atmosphere service good
1327,1,good ambiance good food good place coming often
1328,1,place wht want perfect chilling
1329,1,good food make mood good love ordering burger regular chicken cheese burger favorite forever
1330,1,perfect hangout like hangout friend tasty food worth value money fry steak perfect combo quick meal service good fast highly recommended everyone
1331,1,visited tasting must admit definitely visit several time going burger chicken wing every single food item got real quality delicious loved
1332,1,food awesome tasty taste excellent guy friendly
1333,0,food look good taste horrible
1334,1,visited foodincbd today must admit quality unique taste food resist temptation try item wishing venture best btw gonna try rest item sure
1335,1,sooo yummy yummy food loved
1336,1,perfect place hangout tasty food friendly stuff
1337,1,probably best unlimited burger offer dhanmondi
1338,1,loved food highly recommended
1339,1,food good good value money nothing le fancy restaurant taste highly recommended
1340,1,food amazing delicious price also reasonable service great
1341,1,never amazing chicken steak cart amazing hat
1342,1,item super yummy must try food place everyone
1343,1,tasty food good customer service really loved
1344,1,burger everywhere
1345,1,tasty healthy hygienic amazing quality food served blissful service
1346,1,one word awesome food affordable
1347,1,tasty mouth watering food definitely go repeatedly
1348,1,damn wait food
1349,1,chicken wing die hot spicey worth every penny crazy potato platter crispy perfection definitely would order owner staff welcoming
1350,1,pad kee mao best town thai noodle prawn chicken cashwenuts wonderful aromatic flavour addition quantity good wing different flavor two type yummy sauce potato roll also tasty reasonable price
1351,1,surprisingly good wing fresh two side sauce must try definitely visit
1352,1,best wing potato reasonable price visiting soon
1353,1,loved yummy potato mouth watering wing pad kee mao also delicious looking forward visit
1354,1,best food low cost loved
1355,1,best wing potato
1356,1,xx
1358,1,food gula onk tasty
1359,1,one best chinese food item ever dhaka food quality scrumptious decoration quite unique eye catching environment welcoming behavior staff friendly
1360,1,restaurant looking excellent body want fresh mind suggest go feel
1361,0,last takeout order one item special fried prawn missing quality taste food really disappointing price
1362,1,oh delicious food
1363,0,wife ordered chicken chow mein unfortunately sent u prawn chow mein ordered foodpanda called oasis refused changed horrible service order
1364,0,look like restaurant dirt dust everywhere unhygienic washroom poor food quality waiter good need decoration proper management
1365,1,nice place nic food nice decoration love lol
1366,1,spend best time lalbagh buddy must mention name shapon time lalon rony school buddy cherish sport life since childhood must mention name coach jahangir bhai lalbagh taught football tutor sayeed sir mehdi sir taught discipline life many good thing lalbagh proud lalbagh boy
1367,1,nothing say becouse plce definitely batter others area world thats u
1368,1,grow still provide living need modern life side might show dirty overcrowded area sick live unique thing offer resident historical data show place important role develop current dhaka city come experience difference environment right heart country
1369,1,pride make u artificial humility make u real puran dhaka mane valobasha
1370,1,birth place spent whole life hope life time sha allah love place people culture everything
1371,1,lalbag kella importent place new genartion provied past history lalbag good place love place
1372,1,lalbag love father lalbag mother lalbag grand father grand mother lalbag born lalbag r also proud borning ereas lalbah fort ahsan manzil burigonga river many historical heritage ereas lalbag lalbag jaan really love born ereas
1373,1,lalbag greatest glorious history proud place
1374,1,born brought lalbagh love love die lalbagh last address azimpur graveyard
1375,1,amazing historical place
1376,1,never seen bfore wsam n peacefull plece historic ever beautiful thing da masqui
1377,1,heritage represent history dhaka need care
1378,1,like old town ilike lalbagh love testy food
1379,0,think possitive old town lalbagh really good place
1380,0,guy put phone number page delete soon many people ar annoying calling
1381,1,place loved feeel proud n love area
1382,1,childhood place really love old town also live old town
1383,1,people love old dhaka please get already crowded thank
1384,1,peaceful place visit everyone go visit old town lalbag never
1385,1,inlove beautiful place truly magnificent
1386,1,love place forever like place forever purandhaka
1387,1,loved old dhaka lalbag kellha one important thing proved history
1388,1,used visit friend lalbag loved place
1389,1,amader abar review kiser time best loved place
1390,1,lalbag amazing place never seen
1391,1,awesome place like focus history
1392,1,awesome place also puran dhaka proud
1393,1,awesome nd memorable place expln
1394,1,lalbagh monumental value
1395,1,old town mean town built fighter
1396,1,action
1397,1,childhood memory r abr jigay
1398,1,lalbagh fmaos lalbagh fort mughol priod people lalbagh good friendly
1400,1,real fabulous place
1404,1,aitoko bolbo wow lalbager resturen golao onek sondhor korce
1405,1,bt
1408,1,love place
1414,1,lal bag nmer vabtai alada yes
1416,1,dhaka judi bangladeser rajdhani hoy taholy dhakar rajdhani lalbag
1417,1,dhakiya man abar kisher review always best
1419,1,puruser dhakia ahmader khonu gram nai proud old town dhaka
1420,1,really like old town really love old town
1421,1,asolei khub sundor lalbag kella
1424,1,u r food lover person plz wait
1425,1,luv puran dhaka birth place proud dhakaiya
1426,1,birthplace root lalbagh always proud dhakaiya
1427,1,beuty also history place lalbagh killa proud live lalbagh
1431,1,coz baper bari yahoooooooo
1432,1,nice
1433,1,old town lalbagh loved proud thing
1434,1,hearless much
1435,1,soothing environment hangout friend family various mouthwatering food loved outdoor place dhakapizza must try
1436,1,crushed place love place much enjoyable place
1437,1,nice place hang friend food delicious
1438,1,osthir akta place food delicious
1439,1,food place service price
1440,1,nice
1441,1,wandering tasting good decent steak found end journey bangladesh serve steak full juicy tender gorgeous look people inside friendly enough give proper description going plate enjoyed every single bite surely would love visit
1442,1,went last friday friend got surprised bit seeing small place upon arrival waiter attended u detail menu prepare steak two type texas style deviation selected sirloin tomahawk g g truth bit skeptic weight mentioning surprise showed u raw steak prepare u nice touch liked way ask customer approval cut preparing guest table waiting around min steak arrived ordered medium done medium rare steak exactly like ordered medium rare tomahawk tasted even better medium done sirloin steak sof juicy center flavorful seared crust loved every bite tender steak till end portion quite hefty along side mashed potato sautee vegetable sauce nice compliment steak would recommend roast bacon glace sure steak place long serve steak like
1443,1,one best steak ever dhaka done texture perfect price high size gram fill tum tastebud mashed potato great
1444,1,first glimpse depict small cozy diner bustling energy dinner time fortunately got seat reserved earlier day phone ordered ribeye sirloin g per menu done true texas style bit skeptic first surprise bought raw cut front u asked liked cut marbling something never experience steakhouse one asks marbling meat steakhouse far visited bangladesh started loving place form moment ribeye good marbling served u complementary corn soup good gesture behalf good wait nearly min got food friend asked waiter take long serve came know smoking process actually smoke every steak imported woodchips asked could show u woodchips certainly mixture dry apple hickory woodchips finally steak arrived wow perfectly seared medium rare steak juicy slight red center dark crust outside first bite actually depicted smoking stuff real felt like real steak seen long tlc tv show perfect thickness side mashed potato amazing sauce though like use sauce steak supposed juicy medium rare done case service good waiter polite knowledgeable new favorite place steak would highly recommend anyone looking thick cut juicy steak dhaka
1445,1,best steak town right also liked thing first show raw steak okay grill
1446,1,took sirloin steak mashed potato mushroom poutine item really mouthwatering environment good service good loved place
1447,1,really good sirloin steak town havent thr steak house dhaka couldnt yet call best
1448,1,recent time tasted many dish none come close taste deliciousness steak place steak piece tender juicy meat juice literally come cut piece steak side dish steak also delicious specially sauce sauses enhanced flavor steak put piece steak mouth felt good dare say place best place get steak want taste quality quantity come taste everything asap n b environment music place excellent also service great good luck place
1449,1,super awesome steak perfect place highly recommended friend family went beyond expectation great
1450,1,best steak dhaka far really good
1451,1,basically like steak yesterday went wood house grill space poor bt service nd food good think one best steak house dhaka city
1452,1,good place process aging steak make delicious
1453,1,best steak really good delicious juicy tendery loved
1454,1,food taste really good juicy beaf stick grill course apple lemon mint flavor drink best luck team woodhouse grill
1455,1,one best steak dhaka highly recommended
1456,1,steak awas amazing service perfect waiter know everything steak love place quiet
1457,1,went family pretty good good time atmosphere food
1458,1,amazing steak would certainly recommend
1459,1,food r testy n everything good
1460,1,good taate good ambiance want try aunthentic steak may visit
1461,1,ordered pepper steak disappoint one best ever
1462,1,nice food ambience
1463,1,best place steak town tried tbone rib eye steak taste good service good well
1464,1,though space narrow price little bit high food behave good
1465,1,went twice plan going many time
1466,1,best steak town
1467,1,love steak service
1468,1,best steak
1469,1,great food people must come try steak
1470,1,one best steak ever big thick juicy tendar yummy
1471,1,perfect
1472,1,satisfying really use word describe feeling
1473,1,good steak
1474,1,really best steak anyone want take actual steak test think everyone try steak
1475,0,nothing say
1476,0,wasted money never try
1479,1,awesome
1481,1,cool
1483,1,loved
1484,0,much disappointed behaviour know deal customer
1485,0,poor service took one hour minute serve steak taste good also high expectation brutally disappointed
1486,0,sadly worse steak ever life medium rare fully raw inside idea serving place small price expensive
1487,1,loved rare porterhouse never thought experience steak satisfied
1488,1,basically like steak much different restaurant dhaka today woodhouse grill simply awesome ultimate place steak lover visit environment nice clean excellent service staff although space low comparing restaurant price little bit expensive found worthy tasted steak size tenderness erc overall good restaurant visit
1489,0,served cold warm food two permit seated table seat u manager cook service bad take service charge vat provide vat chalan blue paper customer request hope owner recover lacking
1490,1,best place steak environment amazing
